trans_date_trans_time,merchant,category,amt,city,state,lat,long,city_pop,job,dob,trans_num,merch_lat,merch_long,is_fraud
2020-05-26 20:36:43,"Zboncak, Rowe and Murazik",shopping_net,4.23,Redford,MO,37.3272,-91.0243,241,Investment analyst,1974-10-27,0d0a129084b2b2fe7cb6d117312256a9,36.400219,-91.098137,0
2019-04-27 04:08:28,Harber Inc,gas_transport,33.96,Saint Louis,MO,38.6171,-90.4504,927396,Occupational hygienist,1960-03-12,ce1bdc17d88b7550452db5e61e53f727,38.961893,-89.888726,0
2020-12-02 21:27:03,Bernier and Sons,kids_pets,47.28,Meadville,MO,39.7795,-93.3014,964,Tourist information centre manager,1974-12-23,5d5d946814f5b9dd251bd80c3266ec3c,40.075006,-92.471041,0
2020-05-26 13:46:22,"Goyette, Howell and Collie",shopping_pos,6.37,Moriarty,NM,34.9889,-106.0609,7268,"Therapist, art",1988-08-04,0430b229f023386d009dfa2c7f81ccae,34.845252,-105.429746,0
2019-03-17 19:08:01,Padberg-Rogahn,entertainment,4.13,Owensville,MO,38.3511,-91.4867,6703,Naval architect,1998-05-20,cf02c7d96028f93aa267858183ba562c,38.492814,-91.400064,0
2020-09-17 09:59:21,Cummings LLC,gas_transport,72.34,Corona,CA,33.8419,-117.6043,233717,Wellsite geologist,1966-05-22,9088bc176830b1219b68a1ec7181b132,33.908047,-117.595037,0
2019-10-04 09:40:57,Heathcote LLC,shopping_net,53.58,Browning,MO,40.029,-93.1607,602,Cytogeneticist,1954-07-14,fa1894e81b375362401b5211e6df1307,40.348956,-93.491725,0
2020-09-21 17:41:57,"Denesik, Powlowski and Pouros",home,83.49,Athena,OR,45.8289,-118.4971,1302,Dealer,1976-10-18,f464bed7302e3451db60744f5dcccab2,44.914983,-118.477762,0
2019-07-11 13:33:26,"Hyatt, Russel and Gleichne",health_fitness,121.56,Redford,MO,37.3272,-91.0243,241,Investment analyst,1974-10-27,cc317debfc2bf8ada6ced3b5f34ee36c,36.351891,-90.535843,0
2020-05-17 17:37:54,Schmidt and Sons,shopping_net,222.49,Espanola,NM,35.9866,-106.0654,18408,Historic buildings inspector/conservation officer,1972-07-18,aa23923edb5ac84815e7189f20ca77a8,35.070589,-106.722863,0
2019-03-20 11:36:52,Beier LLC,entertainment,5.28,Broomfield,CO,39.8854,-105.1139,92337,"Engineer, electronics",1967-10-18,ecb4110c52ce824e52e8d20ca601bd5f,39.315047,-106.09837,0
2020-02-05 19:35:16,Streich Lt,home,57.98,Sutherland,NE,41.1558,-101.136,1789,Insurance broker,1982-02-11,98daba2139e4743c6e9549d6a3b027f3,41.132911,-100.248202,0
2020-10-03 02:30:27,McCullough Group,grocery_net,75.85,Littleton,CO,39.5994,-105.0044,320420,Water engineer,1975-07-31,b72b00a0695f5b3ced4ec8a37cbe2a9a,38.912874,-105.030734,0
2020-10-19 11:51:45,Roob LLC,grocery_net,56.63,Nelson,NE,40.201,-98.0684,732,Television/film/video producer,1956-12-13,6fd8cd1dd6966dc70af7e1a8b20586fa,39.962845,-98.192089,0
2020-12-12 21:54:13,Bechtelar-Rippin,food_dining,8.12,Hawthorne,CA,33.9143,-118.3493,93193,"Editor, magazine features",1995-04-19,f8904a93225ab1440174af55b966c36e,34.538563,-117.499459,0
2019-06-28 17:10:03,Torp-Lemke,misc_pos,217.56,Tekoa,WA,47.2271,-117.0819,895,Clothing/textile technologist,1999-05-31,3f2cf963b5c03877f0779693c6f222e7,46.826817,-116.472726,0
2019-09-30 19:25:58,Champlin and Sons,home,46.74,Manley,NE,40.9207,-96.168,206,Human resources officer,1967-10-04,66b36fa50d3a54df7e4077b4cbf927f3,41.889101,-96.677026,0
2020-11-03 08:25:40,"Parisian, Schiller and Altenwerth",misc_net,1.89,Westfir,OR,43.7575,-122.481,597,Forensic psychologist,1961-05-19,b3b27953ed6dc2a56b0870a7820c780c,42.787409,-123.346904,0
2020-04-12 17:05:53,Kozey-Boehm,shopping_net,6.27,Superior,AZ,33.2887,-111.0985,2872,Petroleum engineer,1987-10-28,fd5c30ab3119597d2f9eb83df739f769,33.202361,-110.91626200000002,0
2019-09-06 22:42:55,"Nienow, Barrows and Romague",personal_care,15.38,Newhall,CA,34.3795,-118.523,34882,Health physicist,1971-04-25,1c1141794dfa6b7164f86af9965b80d6,35.339244,-119.021919,0
2020-06-19 06:23:56,Koss and Sons,gas_transport,53.75,Centerview,MO,38.7897,-93.8702,2368,Electronics engineer,1989-07-17,6ae3bf6eebbf1a4d2e4e62938d35311a,38.342037,-93.333984,0
2020-09-19 10:55:24,Pacocha-O'Reilly,grocery_pos,108.7,Meadville,MO,39.7795,-93.3014,964,Tourist information centre manager,1974-12-23,9dcfaf33ecad14511eaf472d3de36424,40.233362,-92.7262,0
2019-06-23 00:33:59,"Swaniawski, Bahringer and Ledne",grocery_net,89.07,Issaquah,WA,47.4974,-122.0107,50489,Osteopath,1984-02-29,d22d182db9337a8226cb87a306758808,46.657159,-121.337577,0
2020-12-23 01:48:17,Strosin-Cruickshank,grocery_pos,136.83,Huslia,AK,65.6899,-156.292,277,"Engineer, civil (consulting)",1965-11-06,9b6fb3d69f31b10abcc90b477031f5c4,64.932214,-156.136382,0
2020-10-26 11:45:22,"Weimann, Kuhic and Beahan",shopping_pos,4.33,Paradise Valley,AZ,33.5494,-111.9565,17047,Building surveyor,1935-01-29,33559d2fc1713bac1f922baa19ffd5ea,34.022893,-112.513918,0
2020-05-23 06:29:07,Nienow PLC,entertainment,87.43,Laguna Hills,CA,33.615,-117.7114,45303,Sales executive,1969-12-22,84695027f53b0d0ead7f68e578ad957b,34.289421000000004,-117.672409,0
2019-12-20 00:33:00,O'Keefe-Hudson,grocery_pos,154.93,June Lake,CA,37.7773,-119.0825,633,Health service manager,1927-09-09,5f1a10670326f4ff27bc23eb2b5d3bb8,37.41613,-119.302665,0
2019-05-28 06:22:47,Cummings LLC,gas_transport,63.51,North Loup,NE,41.4972,-98.7858,509,"Nurse, children's",1980-09-15,d47b1a3ac67450d8320a61ba424a2264,41.520653,-99.510784,0
2020-03-20 11:26:52,Gutmann Lt,grocery_net,37.02,Espanola,NM,35.9866,-106.0654,18408,Historic buildings inspector/conservation officer,1972-07-18,a912a2e4d20c93203981472be8196e20,35.224737,-106.64461,0
2020-10-03 21:37:47,Denesik and Sons,shopping_pos,7.72,Napa,CA,38.4549,-122.2564,94014,Airline pilot,1985-08-21,da174a1b984aaffefb630c29f14ac90d,38.69588,-122.250831,0
2020-02-16 00:23:27,Jacobi and Sons,shopping_pos,4.91,Wales,AK,64.7556,-165.6723,145,"Administrator, education",1939-11-09,2ae15f710ecee4ff94cb2cd9b8712eb9,65.075168,-166.597306,0
2020-10-17 19:00:59,"Cronin, Kshlerin and Webe",health_fitness,19.42,Altonah,UT,40.3207,-110.436,302,"Sales professional, IT",1990-01-17,ac4b85fdca455fa59fda101cd3ec0f05,40.676989,-111.091545,0
2020-12-06 19:46:15,Macejkovic-Lesch,shopping_pos,4.18,Littleton,CO,39.5994,-105.0044,320420,Water engineer,1975-07-31,2f2f88c187c2689ed82922d2a5531f04,38.654822,-104.045539,0
2020-12-22 01:15:12,"Adams, Kovacek and Kuhlman",grocery_net,54.83,Sun City,CA,33.7467,-117.1721,54287,"Designer, exhibition/display",1972-09-22,a3732f3c79dd4e267337672df854990b,34.507043,-117.579832,0
2020-07-14 03:18:08,"Towne, Walker and Bore",grocery_net,28.02,Espanola,NM,35.9866,-106.0654,18408,Historic buildings inspector/conservation officer,1972-07-18,1ce091be4274f8600ca1eaa1d5a3c215,36.234142,-106.515674,0
2020-01-23 00:28:03,"Schumm, Bauch and Ondrick",grocery_pos,106.84,Rocky Mount,MO,38.2911,-92.7059,1847,Tax inspector,1988-10-26,30f9927ddb94f1830bdb086b2290c843,37.873478000000006,-91.832862,0
2019-12-31 12:51:58,Sporer-Keeble,personal_care,8.81,Ballwin,MO,38.577,-90.5255,92608,"Engineer, communications",2001-07-26,84265acc10b4d84ff07512e12b83dfbf,38.943725,-90.877628,0
2020-07-02 11:26:50,"Reilly, Heaney and Cole",gas_transport,126.5,Unionville,MO,40.4815,-92.9951,3805,"Investment banker, corporate",1950-09-15,27958961945d0bf3bd9bca69b622ddea,40.92915,-93.017084,0
2019-08-30 07:17:52,"Jenkins, Hauck and Friesen",gas_transport,71.2,Louisiana,MO,39.4336,-91.0664,4593,"Teacher, early years/pre",1940-11-11,6bdcfd344f5487e791b5244aab96e2a4,39.896385,-91.444018,0
2020-06-13 13:49:12,Streich Lt,home,53.23,Newhall,CA,34.3795,-118.523,34882,Health physicist,1971-04-25,13e7691a9d1d9c72e787c48343f97f16,35.293265000000005,-118.787941,0
2019-08-26 10:38:20,"Eichmann, Bogan and Rodriguez",gas_transport,67.96,Omaha,NE,41.2064,-95.9953,518429,"Surveyor, land/geomatics",1995-10-10,4bf0704c1f96159047e7887f648f0f5e,40.364036,-95.599668,0
2019-08-04 10:48:34,Kutch Group,grocery_net,68.66,Independence,MO,39.1412,-94.3515,123373,"Engineer, production",1992-11-27,705aa3022e10b33790b4415de7c4b923,39.429809000000006,-93.642827,0
2020-08-10 04:14:17,Goodwin-Nitzsche,grocery_pos,153.96,Campbell,NE,40.2967,-98.737,493,"Surveyor, minerals",1940-09-13,da1a1a40d86e171d648e77eb0c1b9ab4,40.871795,-99.610206,0
2019-02-02 17:07:55,Erdman-Schaden,personal_care,22.19,Cascade Locks,OR,45.67100000000001,-121.8686,1288,Barrister,1936-05-01,00ed15ec259b128a30377013965dfe5d,46.406693,-121.067606,0
2020-04-03 06:16:26,Kiehn Inc,grocery_pos,93.11,Helm,CA,36.4992,-120.0936,123,Early years teacher,1973-02-07,dd83dfacb0db7d1fba0454c7688eb18c,37.002978000000006,-120.442328,0
2019-10-21 03:54:55,Stracke-Lemke,grocery_pos,181.41,Newhall,CA,34.3795,-118.523,34882,Health physicist,1971-04-25,81b310517e9c0230277f9aefa608e011,34.008485,-117.909732,0
2020-03-12 11:31:50,"Johnson, Runolfsdottir and Maye",misc_net,5.34,Loving,NM,32.274,-104.0914,1925,Educational psychologist,1952-05-26,baecab23dd0ec3af28ffbc73006d0953,31.886215000000004,-104.881315,0
2019-08-24 05:58:56,Kuvalis Lt,gas_transport,46.25,Grenada,CA,41.6125,-122.5258,589,Systems analyst,1945-12-21,3312940b40d0ea517905656194938af6,40.891708,-122.434131,0
2019-01-22 07:56:18,Heller-Langosh,gas_transport,62.66,Glendale,CA,34.1556,-118.2322,172817,Advertising account planner,1982-07-30,93052333c20149e356a04b810b8742a1,34.730208000000005,-118.230379,0
2019-03-08 22:44:01,Gleason and Sons,kids_pets,10.43,Roseland,NE,40.4591,-98.5551,463,"Nurse, mental health",1948-05-31,1b6573c6c0f42662b41e00c8b8316c2a,40.98788,-99.279554,0
2019-01-07 19:51:06,Wilkinson Lt,entertainment,79.23,Lowell,OR,43.92100000000001,-122.7806,1420,Systems analyst,1965-11-11,a80444abad78d7dcc1245ad5d3a5c6d0,44.777137,-123.606397,0
2020-02-02 09:05:25,"Moen, Reinger and Murphy",grocery_pos,173.48,Burlington,WA,48.4786,-122.3345,14871,Public house manager,1974-03-10,711ac97d84dd75deb0718a64f0658c01,48.629291,-121.348544,0
2019-01-17 21:25:51,Cormier LLC,health_fitness,33.01,Port Costa,CA,38.046,-122.1866,198,Armed forces training and education officer,1959-03-31,755f76ce2dfb3b1cf3a81f5920e708d9,38.094295,-121.58614,0
2020-06-16 19:27:05,Predovic Inc,shopping_net,6.09,Fullerton,NE,41.36600000000001,-98.0054,1749,"Surveyor, mining",1973-05-07,2f2c9f43e18d88dec352d3781dbd20e1,41.577897,-97.1691,0
2019-05-26 01:54:06,Friesen-D'Amore,gas_transport,56.3,Kent,OR,45.0838,-120.6649,60,Museum education officer,1942-04-03,28b8737387861874e08779c2bb0f625b,45.454608,-121.364422,0
2019-05-04 12:42:59,"Cole, Hills and Jewess",home,129.07,Centerview,MO,38.7897,-93.8702,2368,Electronics engineer,1989-07-17,ae2ef5a33a851f535e9c01035acd7b77,39.282569,-93.739177,0
2019-10-14 11:51:33,Rutherford-Mertz,grocery_pos,91.28,Orient,WA,48.8878,-118.2105,149,Special educational needs teacher,1978-06-21,100bc2b182dc0b91b0299270b075dbc8,49.523542,-119.191939,0
2019-08-17 11:45:55,Paucek-Wiz,grocery_net,104.79,Meridian,ID,43.6498,-116.4306,84106,Intelligence analyst,1971-02-11,c3cd233b8311e1c5b93789f674ec098b,43.07864,-116.21856499999998,0
2020-03-17 12:25:28,Dietrich-Fadel,health_fitness,49.67,Newberg,OR,45.3099,-122.9685,28278,Research scientist (physical sciences),1977-07-17,ab70372715a24a72c209b61e013bbd32,46.260865,-123.854544,0
2019-08-15 11:29:42,Kris-Padberg,shopping_pos,26.2,Westerville,NE,41.4193,-99.3844,73,Product designer,1935-02-10,98f161765751a209bab7b2ebc155fbe3,40.881164,-98.475262,0
2019-06-28 00:59:20,"Rodriguez, Yost and Jenkins",misc_net,7.46,Mesa,ID,44.6255,-116.4493,129,Cartographer,1965-12-15,c676aafc33d65736661db49055220a91,44.051975,-116.079231,0
2020-10-13 05:28:26,Kerluke PLC,misc_net,1.72,Manville,WY,42.73,-104.7024,241,Educational psychologist,1980-12-16,7a3393a2fed2ed4c096da4ff84ed43f7,43.021035,-103.797797,0
2019-09-17 13:36:09,"Nitzsche, Kessler and Wol",shopping_pos,2.3,Altonah,UT,40.3207,-110.436,302,"Sales professional, IT",1990-01-17,d19da642ea843ece5f653ff5354aa568,40.001296,-111.086052,0
2019-08-26 18:49:25,"Johnson, Runolfsdottir and Maye",misc_net,2.52,Ruidoso,NM,33.3305,-105.6933,8874,Licensed conveyancer,2000-08-16,25f4a23b92c254c377922018e7958318,32.335166,-106.194795,0
2020-01-21 14:09:57,Douglas-White,entertainment,1.92,North Loup,NE,41.4972,-98.7858,509,"Nurse, children's",1980-09-15,585362028b3b7ce208827248e0c2f80f,41.584137,-98.088858,0
2020-06-30 14:52:19,Haley Group,misc_pos,240.98,Tekoa,WA,47.2271,-117.0819,895,Clothing/textile technologist,1999-05-31,bdf6c5c8d56104c6d4c2cdd71e81d573,47.064301,-116.128943,0
2020-07-13 00:54:12,Goodwin-Nitzsche,grocery_pos,173.12,Sun City,CA,33.7467,-117.1721,54287,"Designer, exhibition/display",1972-09-22,e1e425d2826c8398144883b54551651f,33.657519,-116.287093,0
2019-07-15 19:05:52,"Baumbach, Hodkiewicz and Walsh",shopping_pos,5.52,Littleton,CO,39.5994,-105.0044,320420,Water engineer,1975-07-31,7a385003c0a966748cede9f5f2caa3a0,40.073513,-105.804196,0
2020-03-02 20:47:25,"Kling, Howe and Schneide",home,71.99,Brainard,NE,41.1832,-96.9882,614,Associate Professor,1967-06-20,887fc1f0859168c2b8ad57c5d8fb72d5,41.157318,-96.552445,0
2020-06-16 03:30:12,Ankunding LLC,shopping_net,9.02,Weeping Water,NE,40.8731,-96.1528,1517,Dealer,1951-11-08,f7d6cc1873767a14042b6fe824bebcf4,40.136593,-95.638299,0
2020-07-17 15:19:23,Osinski Inc,personal_care,36.14,Crownpoint,NM,35.7206,-108.0271,5662,IT consultant,1989-04-08,b6caaef4726c2608be235e5b0f842b8c,36.331316,-108.085689,0
2020-02-13 13:39:56,Hyatt-Blick,travel,9.99,Cardwell,MO,36.0434,-90.2907,1120,Television floor manager,1957-04-17,7450e23d972645d81e4ca96bea0390e2,36.959928000000005,-89.635074,0
2020-06-12 06:12:19,"Lehner, Reichert and Mills",misc_pos,30.65,Fort Washakie,WY,43.0048,-108.8964,1645,Freight forwarder,1976-02-26,0a912c0686220dc93dab320dcc07b4d3,43.900549,-108.920231,0
2019-08-29 14:44:37,Christiansen-Gusikowski,misc_pos,14.5,Meridian,ID,43.6498,-116.4306,84106,Intelligence analyst,1971-02-11,1b697392273780398aa316b062d8c59c,43.302583,-116.118562,0
2019-10-02 08:11:56,"Huel, Hammes and Witting",grocery_pos,100.0,Centerview,MO,38.7897,-93.8702,2368,Electronics engineer,1989-07-17,fd09f03a664ce70ff1792780c2e3ef66,38.571999,-93.968899,0
2020-09-19 10:15:24,Gutmann Lt,grocery_net,34.08,Colorado Springs,CO,38.8881,-104.6556,525713,Museum/gallery exhibitions officer,1992-05-09,e6749ae9e77adf273b2780508915f6e7,37.92767,-105.370486,0
2020-05-16 11:40:42,"Morissette, Weber and Wiegan",grocery_net,38.96,Conway,WA,48.34,-122.3456,85,"Research officer, political party",1984-09-01,51404cdc7145d821d9e3deb4807fa4fb,48.131946,-123.057869,0
2020-06-01 21:35:18,"Lakin, Ferry and Beatty",food_dining,66.74,Littleton,CO,39.5994,-105.0044,320420,Water engineer,1975-07-31,f31ffd65879c4a5d3a434f7046e12ba2,40.124968,-104.425439,0
2019-04-11 00:28:13,Luettgen PLC,gas_transport,40.75,Tomales,CA,38.2427,-122.9145,337,Occupational psychologist,1954-07-05,d43ebfdce3d5e65a37b3fe897609d768,37.767776,-122.881359,0
2020-09-16 21:22:26,Hilpert-Conroy,kids_pets,22.38,Burbank,WA,46.1966,-118.9017,3684,Musician,1981-11-29,26d993e129a6526f6b1aec55361cfb05,46.278325,-117.97493,0
2020-04-21 01:13:24,"Raynor, Feest and Mille",gas_transport,51.03,Luray,MO,40.4931,-91.8912,519,Town planner,1966-02-13,00d5a5164af5a3bf9ae25fedcc147fdc,40.354143,-91.241506,0
2019-05-17 23:27:10,"Stanton, Jakubowski and Baumbach",shopping_net,117.91,Phoenix,AZ,33.5623,-112.0559,1312922,Contractor,1981-10-24,f4655e5552e1955203e0fd1fc815822e,33.026511,-111.133111,0
2019-12-31 12:14:51,"Romaguera, Wehner and Tromp",kids_pets,64.36,Huslia,AK,65.6899,-156.292,277,"Engineer, civil (consulting)",1965-11-06,a1fe9a967af70b7f7bef964980744bac,66.626719,-156.775616,0
2019-08-14 18:43:28,Gerhold LLC,home,52.99,Riverton,WY,43.0351,-108.2024,19408,"Lecturer, higher education",1993-09-11,aedda8ac9c1e056157bada3b7935b2a0,43.774709,-107.89425,0
2019-07-20 16:31:26,Medhurst PLC,shopping_net,4.11,Redford,MO,37.3272,-91.0243,241,Investment analyst,1974-10-27,901686b62ea6f9a869e43a12bc91dec7,38.112788,-90.890456,0
2020-12-06 20:02:59,"Armstrong, Walter and Gottlieb",food_dining,16.03,Sutherland,NE,41.1558,-101.136,1789,Insurance broker,1982-02-11,17cc66174de33b45af8b2adb48f5fa91,40.593222,-100.998898,0
2019-12-18 18:19:26,Heller PLC,health_fitness,73.5,Meadville,MO,39.7795,-93.3014,964,Tourist information centre manager,1974-12-23,fdcc99e8b11f3198fab0a14673daed5c,39.921891,-93.129264,0
2019-12-06 12:45:53,"Zemlak, Tillman and Cremin",personal_care,80.16,Tomales,CA,38.2427,-122.9145,337,Occupational psychologist,1954-07-05,2dd9a9b1dfd11626fd9e2fededf473b8,39.210164,-122.496155,0
2020-10-06 12:38:55,Kutch-Wilderman,home,102.75,Indian Wells,CA,33.7163,-116.3381,4677,Learning mentor,1955-05-06,c8af73f7ee1f0806eacdd07247f73e69,33.458995,-116.418742,0
2019-07-02 21:05:03,Ernser-Feest,home,73.52,Espanola,NM,35.9866,-106.0654,18408,Historic buildings inspector/conservation officer,1972-07-18,d87257e6935c030ecefed5b35134112c,35.946295,-105.498575,0
2019-11-25 14:48:58,Reilly and Sons,health_fitness,336.12,San Diego,CA,33.0067,-117.069,1241364,Chartered public finance accountant,1959-08-05,4e8eddbe0affb052248efa1d3ef0122c,33.179538,-117.628669,0
2019-12-20 10:42:31,McDermott-Rice,misc_pos,34.95,Kissee Mills,MO,36.6704,-93.0377,1201,"Engineer, agricultural",1980-03-18,6e0e97ef823c6446a159343aec20beff,36.185585,-92.177907,0
2020-05-26 20:40:29,Pouros-Haag,shopping_pos,4.25,North Loup,NE,41.4972,-98.7858,509,"Nurse, children's",1980-09-15,a9a90f970844c1dcc34dbb3d79b5f0ba,42.08497,-98.88076,0
2020-01-14 07:51:14,Hudson-Ratke,grocery_pos,121.92,Redford,MO,37.3272,-91.0243,241,Investment analyst,1974-10-27,5989a1a18b231defe261d3d4473906b4,37.208267,-91.289565,0
2020-02-05 13:38:17,"Runolfsdottir, Mueller and Han",entertainment,74.14,Helm,CA,36.4992,-120.0936,123,Early years teacher,1973-02-07,39c7a96c38e3aebf2987347cc785ef3f,37.354647,-120.909421,0
2020-01-21 18:44:38,Daugherty-Thompson,food_dining,27.43,Jelm,WY,41.0539,-106.0763,100,Public librarian,1974-04-16,01cfe19ea24eef93e20242ab5d063bbc,41.969288,-105.861684,0
2020-08-02 08:17:09,"Stehr, Jewess and Schimmel",misc_net,4.25,Cascade Locks,OR,45.67100000000001,-121.8686,1288,Barrister,1936-05-01,91890b89fd73bfeee97d6c112750ab71,45.872493,-120.893428,0
2019-06-03 03:11:44,Predovic Inc,shopping_net,1.55,Lowell,OR,43.92100000000001,-122.7806,1420,Systems analyst,1965-11-11,61f991e865cd7485aaa4f91086a6be1c,43.027478,-122.69484,0
2020-12-06 16:04:04,Medhurst Inc,home,6.77,Superior,AZ,33.2887,-111.0985,2872,Petroleum engineer,1987-10-28,e4103643bb397da2dac6c0e64fa5b6f4,34.060926,-110.207851,0
2020-04-25 14:26:06,Wilkinson Lt,entertainment,155.47,Colorado Springs,CO,38.8881,-104.6556,525713,Museum/gallery exhibitions officer,1992-05-09,d6973a9c11cbae184e434b4c1862b9e3,37.934956,-104.057641,0
2020-10-29 10:57:22,"Tillman, Dickinson and Labadie",gas_transport,45.31,Loving,NM,32.274,-104.0914,1925,Educational psychologist,1952-05-26,32337d4b306460f9b140810978caf41d,31.970142,-103.770603,0
